<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20120510,18.1058,18.1058,17.9057,18.0057,45530
VNM,20120509,18.0057,18.1058,17.9057,18.1058,43560
VNM,20120508,18.0057,18.1058,18.0057,18.0057,69000
VNM,20120507,18.0057,18.2058,18.0057,18.0057,69910
VNM,20120504,18.0057,18.1058,17.9057,18.0057,59720
VNM,20120503,18.1058,18.1058,17.9057,18.0057,64330
VNM,20120502,18.1058,18.1058,18.0057,18.1058,41370
VNM,20120427,18.2058,18.2058,18.1058,18.1058,54240
VNM,20120426,18.0057,18.6059,18.0057,18.2058,101530
VNM,20120425,18.0057,18.1058,17.9057,18.0057,63730
VNM,20120424,18.0057,18.0057,17.9057,18.0057,37120
VNM,20120423,18.0057,18.1058,18.0057,18.0057,38710
VNM,20120420,18.0057,18.1058,18.0057,18.0057,35510
VNM,20120419,18.2058,18.2058,18.0057,18.0057,46850
VNM,20120418,18.2058,18.3058,18.1058,18.2058,63330
VNM,20120417,18.2058,18.2058,18.1058,18.2058,43590
VNM,20120416,18.2058,18.4059,18.2058,18.2058,76040
VNM,20120413,18.3058,18.4059,18.2058,18.2058,57860
VNM,20120412,18.3058,18.4059,18.2058,18.3058,112730
VNM,20120411,18.3058,18.4059,18.2058,18.3058,106860
VNM,20120410,18.4059,18.5059,18.3058,18.3058,56370
VNM,20120409,18.5059,18.5059,18.4059,18.4059,37260
VNM,20120406,18.2058,18.6059,18.4059,18.5059,68510
VNM,20120405,18.2058,18.3037,18.1079,18.2058,69230
VNM,20120404,18.2058,18.2058,18.1079,18.2058,25930
VNM,20120403,18.0100,18.2058,17.9121,18.2058,53400
VNM,20120330,18.1079,18.2058,18.0100,18.0100,65720
VNM,20120329,18.3037,18.3037,18.1079,18.1079,120740
VNM,20120328,18.1079,18.4015,18.1079,18.3037,75600
VNM,20120327,18.4994,18.4994,18.1079,18.1079,124680
VNM,20120326,18.7931,18.9888,18.4015,18.4994,112890
VNM,20120323,17.9121,18.7931,17.9121,18.7931,268540
VNM,20120322,17.9121,18.0100,17.9121,17.9121,65490
VNM,20120321,17.9121,18.0100,17.9121,17.9121,74890
VNM,20120320,17.9121,18.0100,17.8143,17.9121,48840
VNM,20120319,17.9121,18.0100,17.8143,17.9121,31000
VNM,20120316,18.1079,18.1079,17.9121,17.9121,44730
VNM,20120315,17.9121,18.1079,17.9121,18.1079,47290
VNM,20120314,17.9121,18.1079,17.9121,17.9121,127380
VNM,20120313,17.9121,18.0100,17.8143,17.9121,47600
VNM,20120309,17.9121,18.0100,17.8143,17.8143,99620
VNM,20120308,18.3037,18.3037,17.9121,17.9121,69380
VNM,20120307,18.1079,18.3037,18.0100,18.3037,99820
VNM,20120306,18.6952,18.9888,18.0100,18.1079,123860
VNM,20120305,17.8143,18.6952,17.9121,18.6952,286510
VNM,20120302,17.7164,17.8143,17.6185,17.8143,66390
VNM,20120301,17.8143,17.8143,17.7164,17.7164,65630
VNM,20120229,17.8143,17.9121,17.7164,17.8143,49630
VNM,20120228,17.9121,17.9121,17.7164,17.8143,78200
VNM,20120227,17.9121,18.0100,17.8143,17.9121,39620
VNM,20120224,18.0100,18.1079,17.9121,17.9121,74330
VNM,20120223,17.9121,18.0100,17.7164,18.0100,125140
VNM,20120222,17.9121,18.0100,17.8143,17.9121,33410
VNM,20120221,18.0100,18.1079,17.9121,17.9121,125680
VNM,20120220,17.8143,18.1079,17.8143,18.0100,147320
VNM,20120217,17.3248,17.9121,17.3248,17.8143,187050
VNM,20120216,17.2270,17.3248,17.1291,17.3248,51650
VNM,20120215,17.1291,17.2270,17.0312,17.2270,53070
VNM,20120214,17.0312,17.3248,17.0312,17.1291,102980
VNM,20120213,17.1291,17.1291,17.0312,17.0312,44190
VNM,20120210,17.3248,17.3248,17.1291,17.1291,58100
VNM,20120209,17.1291,17.3248,17.1291,17.3248,88490
VNM,20120208,17.0312,17.1291,16.9333,17.1291,38740
VNM,20120207,17.0312,17.0312,16.9333,17.0312,52570
VNM,20120206,17.1291,17.1291,17.0312,17.0312,41690
VNM,20120203,17.2270,17.6185,17.1291,17.1291,93970
VNM,20120202,16.9333,17.2270,16.9333,17.2270,84150
VNM,20120201,16.8354,16.9333,16.7376,16.9333,76400
VNM,20120131,16.6397,17.0312,16.7376,16.8354,65290
VNM,20120130,16.5418,16.6397,16.5418,16.6397,36330
VNM,20120120,16.6397,16.8354,16.5418,16.5418,69000
VNM,20120119,16.5418,16.6397,16.4439,16.6397,71610
VNM,20120118,16.6397,16.8354,16.5418,16.5418,51380
VNM,20120117,16.5418,16.8354,16.5418,16.6397,83290
VNM,20120116,16.0524,16.6397,15.9545,16.5418,86260
VNM,20120113,15.8566,16.0524,15.6609,16.0524,47950
VNM,20120112,15.8566,15.8566,15.6609,15.8566,24450
VNM,20120111,15.8566,15.9545,15.7588,15.8566,34870
VNM,20120110,15.8566,15.9545,15.6609,15.8566,33380
VNM,20120109,15.7588,15.8566,15.5630,15.8566,28260
VNM,20120106,15.5630,16.0524,15.2694,15.7588,81310
VNM,20120105,16.1503,16.1503,15.4651,15.5630,157620
VNM,20120104,16.5418,16.5418,16.1503,16.1503,113820
VNM,20120103,16.9333,16.9333,16.3460,16.5418,122220
VNM,20111230,17.4227,17.4227,16.9333,16.9333,123160
VNM,20111229,17.5206,17.5206,17.4227,17.4227,18900
VNM,20111228,17.4227,17.5206,17.3248,17.5206,25500
VNM,20111227,17.4227,17.5206,17.3248,17.4227,28240
VNM,20111226,17.5206,17.7164,17.3248,17.4227,37980
VNM,20111223,17.7164,17.7164,17.2270,17.5206,24780
VNM,20111222,18.0100,18.0100,17.6185,17.7164,41350
VNM,20111221,18.0100,18.1079,18.0100,18.0100,27170
VNM,20111220,17.9121,18.1079,17.9121,18.0100,46580
VNM,20111219,17.7164,17.9121,17.7164,17.9121,24600
VNM,20111216,17.6185,17.8143,17.6185,17.7164,15010
VNM,20111215,17.5206,17.7164,17.4227,17.6185,51420
VNM,20111214,17.6185,17.8143,17.5206,17.5206,38580
VNM,20111213,17.9121,17.9121,17.6185,17.6185,61730
VNM,20111212,18.0100,18.2058,17.8143,17.9121,63750
VNM,20111209,18.0100,18.1079,17.9121,18.0100,39340
VNM,20111208,18.0100,18.1079,17.9121,18.0100,31310
VNM,20111207,18.0100,18.1079,17.9121,18.0100,28330
VNM,20111206,18.0100,18.1079,18.0100,18.0100,51160
VNM,20111205,17.9121,18.1079,17.8143,18.0100,29060
VNM,20111202,17.9121,18.1079,17.8143,17.9121,25460
VNM,20111201,17.9121,18.0100,17.8143,17.9121,53290
VNM,20111130,18.1079,18.1079,17.7164,17.9121,62840
VNM,20111129,17.7496,18.5973,18.1079,18.1079,97420
VNM,20111128,17.8795,18.0100,17.6185,17.7490,144480
VNM,20111125,18.0100,18.0100,17.4880,17.8795,137680
VNM,20111124,18.5321,18.5321,18.0100,18.0100,42920
VNM,20111123,18.5321,18.5321,18.2710,18.5321,18580
VNM,20111122,18.5321,18.7931,18.5321,18.5321,14750
VNM,20111121,17.7490,18.5321,17.8795,18.5321,110960
VNM,20111118,17.7490,17.7490,17.6185,17.7490,44820
VNM,20111117,18.1405,18.1405,17.7490,17.7490,67630
VNM,20111116,18.1405,18.2710,18.1405,18.1405,24020
VNM,20111115,18.2710,18.4015,18.1405,18.1405,37950
VNM,20111114,18.0100,18.2710,17.8795,18.2710,29330
VNM,20111111,18.0100,18.1405,17.8795,18.0100,39150
VNM,20111110,18.5321,18.5321,18.0100,18.0100,65310
VNM,20111109,18.7931,18.7931,18.4015,18.5321,49630
VNM,20111108,18.7931,18.9236,18.5321,18.7931,39610
VNM,20111107,18.2710,19.1846,18.4015,18.7931,64240
VNM,20111104,17.6185,18.4015,17.7490,18.2710,89310
VNM,20111103,17.3575,17.7490,17.4880,17.6185,27160
VNM,20111102,16.5744,17.3575,16.8355,17.3575,77830
VNM,20111101,16.5744,16.7049,16.5744,16.5744,13390
VNM,20111031,16.7049,16.7049,16.5744,16.5744,23610
VNM,20111028,16.5744,16.7049,16.4439,16.7049,36340
VNM,20111027,16.4439,16.5744,16.4439,16.5744,8320
VNM,20111026,16.5744,16.5744,16.4439,16.4439,17120
VNM,20111025,16.5744,16.5744,16.5744,16.5744,17430
VNM,20111024,16.7049,16.7049,16.4439,16.5744,16980
VNM,20111021,16.5744,16.7049,16.4439,16.7049,13840
VNM,20111020,16.4439,16.5744,16.3134,16.5744,17960
VNM,20111019,16.5744,16.5744,16.4439,16.4439,9190
VNM,20111018,16.5744,16.5744,16.4439,16.5744,11450
VNM,20111017,16.7049,16.7049,16.5744,16.5744,12340
VNM,20111014,16.5744,16.8355,16.5744,16.7049,8620
VNM,20111013,16.5744,16.7049,16.5744,16.5744,5220
VNM,20111012,16.7049,16.7049,16.4439,16.5744,30310
VNM,20111011,16.8355,16.8355,16.5744,16.7049,28970
VNM,20111010,16.9660,16.9660,16.5744,16.8355,23710
VNM,20111007,16.7049,16.9660,16.5744,16.9660,63870
VNM,20111006,16.4439,16.7049,16.4439,16.7049,42090
VNM,20111005,16.3134,16.4439,16.3134,16.4439,4760
VNM,20111004,16.4439,16.4439,16.1829,16.3134,11840
VNM,20111003,16.3134,16.4439,16.1829,16.4439,39150
VNM,20110930,16.4439,16.4439,16.1829,16.3134,84360
VNM,20110929,16.7049,16.7049,16.4439,16.4439,20480
VNM,20110928,16.5744,16.8355,16.5744,16.7049,26870
VNM,20110927,16.5744,16.5744,16.4439,16.5744,31660
VNM,20110926,16.8355,16.9660,16.5744,16.5744,16220
VNM,20110923,16.8355,16.8355,16.4439,16.8355,25360
VNM,20110922,16.9660,17.0965,16.8355,16.8355,27750
VNM,20110921,16.7049,16.9660,16.7049,16.9660,18650
VNM,20110920,16.5744,16.7049,16.4439,16.7049,11080
VNM,20110919,16.4439,16.7049,16.3134,16.5744,16810
VNM,20110916,16.4439,16.5744,16.3134,16.4439,9340
VNM,20110915,16.5744,16.7049,16.3134,16.4439,38280
VNM,20110914,17.0965,17.0965,16.4439,16.5744,71230
VNM,20110913,17.0965,17.3575,17.0965,17.0965,29770
VNM,20110912,16.8394,17.0965,16.8394,17.0965,36180
VNM,20110909,16.8394,16.8394,16.7108,16.8394,13860
VNM,20110908,16.7108,16.9679,16.7108,16.8394,22370
VNM,20110907,16.4538,16.8394,16.3252,16.7108,49590
VNM,20110906,16.3252,16.4538,16.0681,16.4538,34500
VNM,20110905,16.4538,16.7108,16.0681,16.3252,36040
VNM,20110901,16.1967,16.4538,16.3252,16.4538,52200
VNM,20110831,16.1967,16.3252,16.0681,16.1967,33460
VNM,20110830,15.6825,16.3252,15.9396,16.1967,27280
VNM,20110829,15.4254,15.6825,15.4254,15.6825,29470
VNM,20110826,15.2968,15.4254,15.2968,15.4254,10570
VNM,20110825,15.2968,15.2968,15.1683,15.2968,13780
VNM,20110824,15.1683,15.4254,15.1683,15.2968,24840
VNM,20110823,15.0398,15.1683,14.9112,15.1683,17350
VNM,20110822,15.0398,15.0398,14.9112,15.0398,38740
VNM,20110819,15.0398,15.0398,14.9112,15.0398,14390
VNM,20110818,15.0398,15.0398,14.9112,15.0398,44210
VNM,20110817,14.9112,15.2968,14.9112,15.0398,14410
VNM,20110816,14.7827,15.0398,14.7827,14.9112,26720
VNM,20110815,14.7827,14.9112,14.6541,14.7827,29920
VNM,20110812,14.7827,14.9112,14.6541,14.7827,48290
VNM,20110811,14.7827,14.7827,14.6541,14.7827,239130
VNM,20110810,14.5256,14.7827,14.5256,14.7827,26260
VNM,20110809,14.6541,14.6541,14.5256,14.5256,110330
VNM,20110808,14.7827,14.7827,14.6541,14.6541,16470
VNM,20110805,14.6541,14.7827,14.6541,14.7827,17830
VNM,20110804,14.6541,14.7827,14.6541,14.6541,41060
VNM,20110803,14.6541,14.7827,14.5256,14.6541,50780
VNM,20110802,14.6541,14.7827,14.6541,14.6541,35470
VNM,20110801,14.7827,14.7827,14.6541,14.6541,21910
VNM,20110729,14.6541,14.7827,14.5256,14.7827,18760
VNM,20110728,14.6541,14.7827,14.5256,14.6541,73650
VNM,20110727,14.7827,14.7827,14.6541,14.6541,42070
VNM,20110726,14.7827,14.7827,14.6541,14.7827,32750
VNM,20110725,14.6541,14.7827,14.5256,14.7827,23370
VNM,20110722,14.6541,14.6541,14.5256,14.6541,3970
VNM,20110721,14.5256,14.6541,14.5256,14.6541,15450
VNM,20110720,14.5256,14.5256,14.2685,14.5256,29440
VNM,20110719,14.5256,14.5256,14.2685,14.5256,28770
VNM,20110718,14.5256,14.6541,14.3970,14.5256,2142
VNM,20110715,14.3970,14.5256,14.3970,14.5256,27510
VNM,20110714,14.5256,14.5256,14.3970,14.3970,34560
VNM,20110713,14.6541,14.7827,14.5256,14.5256,30440
VNM,20110712,14.6541,14.6541,14.5256,14.6541,37450
VNM,20110711,14.7827,14.7827,14.5256,14.6541,15590
VNM,20110708,14.7827,14.7827,14.6541,14.7827,17190
VNM,20110707,14.7827,14.7827,14.6541,14.7827,37050
VNM,20110706,14.7827,14.9112,14.6541,14.7827,38950
VNM,20110705,14.5256,15.0398,14.5256,14.7827,85730
VNM,20110704,14.1399,14.5256,14.0114,14.5256,52080
VNM,20110701,14.0114,14.1399,13.8829,14.1399,115580
VNM,20110630,14.1399,14.2685,14.0114,14.0114,44530
VNM,20110629,14.1399,14.1399,13.8829,14.1399,506490
VNM,20110628,14.5256,14.5256,14.0114,14.1399,78210
VNM,20110627,14.1399,14.7827,14.2685,14.5256,268890
VNM,20110624,14.1399,14.1399,13.7543,14.1399,99330
VNM,20110623,14.2685,14.5256,14.1399,14.1399,66850
VNM,20110622,14.2685,14.7827,14.1399,14.2685,234510
VNM,20110621,13.6258,14.2685,13.7543,14.2685,187080
VNM,20110620,13.6258,13.7543,13.6258,13.6258,59140
VNM,20110617,13.4972,13.6258,13.4972,13.6258,31690
VNM,20110616,13.4972,13.6258,13.4972,13.4972,18610
VNM,20110615,13.6258,13.7543,13.3687,13.4972,95850
VNM,20110614,13.4972,13.8829,13.3687,13.6258,117440
VNM,20110613,13.3687,13.6258,13.2401,13.4972,205940
VNM,20110610,13.3687,13.6258,13.2401,13.3687,95480
VNM,20110609,13.3687,13.3687,13.2401,13.3687,49090
VNM,20110608,13.2401,13.6258,13.1116,13.3687,62420
VNM,20110607,12.7259,13.2401,12.8545,13.2401,191290
VNM,20110606,13.1116,13.1116,12.6617,12.7259,100820
VNM,20110603,13.4972,13.4972,12.8545,13.1116,108310
VNM,20110602,13.4972,13.8829,13.3687,13.4972,141980
VNM,20110601,13.1116,13.7543,12.8545,13.4972,135660
VNM,20110531,12.5974,13.1116,12.5974,13.1116,78660
VNM,20110530,13.1116,13.2401,12.5974,12.5974,89320
VNM,20110527,12.5974,13.1116,12.7259,13.1116,102480
VNM,20110526,12.0190,12.5974,11.4405,12.5974,269540
VNM,20110525,12.5974,12.5974,12.0190,12.0190,304800
VNM,20110524,13.2401,13.2401,12.5974,12.5974,394970
VNM,20110523,13.8829,13.8829,13.2401,13.2401,377510
VNM,20110520,14.5256,14.5256,13.8829,13.8829,334050
VNM,20110519,14.6541,14.7827,14.5256,14.5256,104890
VNM,20110518,14.5256,14.6541,14.2685,14.6541,144330
VNM,20110517,14.1399,14.6541,14.2685,14.5256,171320
VNM,20110516,14.3970,14.5256,14.1399,14.1399,125680
VNM,20110513,14.6541,14.6541,14.3970,14.3970,90260
VNM,20110512,14.6541,14.7827,14.5256,14.6541,88210
VNM,20110511,14.0114,14.6541,14.0114,14.6541,207690
VNM,20110510,13.8829,14.0114,13.8829,14.0114,64080
VNM,20110509,13.7543,14.0114,13.6258,13.8829,128850
VNM,20110506,13.7543,13.7543,13.4972,13.7543,222710
VNM,20110505,13.8829,13.8829,13.4972,13.7543,135900
VNM,20110504,13.4972,14.0114,13.6258,13.8829,215760
VNM,20110429,13.4972,13.6258,13.3687,13.4972,89040
VNM,20110428,13.1116,13.7543,13.3687,13.4972,392210
VNM,20110427,12.5331,13.1116,12.6617,13.1116,395560
VNM,20110426,12.3403,12.5974,12.3403,12.5331,147250
VNM,20110425,12.2118,12.3403,12.1475,12.3403,37690
VNM,20110422,12.2118,12.2118,12.1475,12.2118,36080
VNM,20110421,12.1475,12.2760,12.1475,12.2118,69590
VNM,20110420,12.0190,12.1475,12.0832,12.1475,51790
VNM,20110419,12.0190,12.0832,12.0190,12.0190,29660
VNM,20110418,12.2118,12.2118,12.0190,12.0190,4891
VNM,20110415,12.2118,12.2118,12.2118,12.2118,43550
VNM,20110414,12.3403,12.3403,12.2118,12.2118,50140
VNM,20110413,12.4046,12.4046,12.3403,12.3403,84540
VNM,20110408,12.2760,12.4046,12.1475,12.4046,115640
VNM,20110407,12.2760,12.2760,12.0832,12.2760,61300
VNM,20110406,12.1475,12.2760,11.9547,12.2760,102230
VNM,20110405,12.5974,12.5974,12.0832,12.1475,412290
VNM,20110404,12.1475,12.7259,12.3403,12.5974,404480
VNM,20110401,11.8261,12.2118,11.7619,12.1475,126620
VNM,20110331,11.9547,11.9547,11.8261,11.8261,70040
VNM,20110330,12.0190,12.0190,11.8261,11.9547,71380
VNM,20110329,12.0832,12.0832,11.8904,12.0190,125060
VNM,20110328,12.1475,12.1475,12.0190,12.0832,66650
VNM,20110325,12.1475,12.1475,11.9547,12.1475,109040
VNM,20110324,12.2760,12.3403,12.1475,12.1475,121380
VNM,20110323,11.8904,12.4046,11.8904,12.2760,307480
VNM,20110322,11.8261,12.0190,11.8261,11.8904,127980
VNM,20110321,11.8261,12.0190,11.7619,11.8261,79290
VNM,20110318,11.5048,11.8904,11.6333,11.8261,56490
VNM,20110317,11.5048,11.6333,11.4405,11.5048,71250
VNM,20110316,11.5048,11.5690,11.4405,11.5048,55610
VNM,20110315,11.6976,11.6976,11.5048,11.5048,116260
VNM,20110314,11.8261,11.8261,11.6976,11.6976,74990
VNM,20110311,11.8261,11.8904,11.7619,11.8261,84430
VNM,20110310,11.8261,11.8904,11.6333,11.8261,76330
VNM,20110309,11.9547,12.2118,11.7619,11.8261,100250
VNM,20110308,11.4405,11.9547,11.5048,11.9547,147330
VNM,20110307,11.3120,11.5690,11.3120,11.4405,74320
VNM,20110304,11.2477,11.3120,11.1191,11.3120,45380
VNM,20110303,11.1834,11.2477,11.1191,11.2477,35200
VNM,20110302,11.3762,11.3762,11.1191,11.1834,54630
VNM,20110301,11.3762,11.3762,11.3120,11.3762,33310
VNM,20110228,11.3762,11.4405,11.3120,11.3762,48160
VNM,20110225,11.1834,11.4405,11.1834,11.3762,29460
VNM,20110224,11.2477,11.2477,10.9263,11.1834,181070
VNM,20110223,11.1191,11.3762,11.2477,11.2477,69450
VNM,20110222,11.1834,11.3120,10.9263,11.1191,128830
VNM,20110221,11.5690,11.5690,11.1191,11.1834,183670
VNM,20110218,11.7619,11.7619,11.5690,11.5690,130160
VNM,20110217,11.8261,11.8261,11.6976,11.7619,53440
VNM,20110216,11.8261,11.8904,11.8261,11.8261,46710
VNM,20110215,11.7619,11.8904,11.6976,11.8261,56040
VNM,20110214,11.8904,11.9547,11.7619,11.7619,53010
VNM,20110211,11.7619,11.8904,11.8261,11.8904,35170
VNM,20110210,11.7619,11.8261,11.6333,11.7619,132900
VNM,20110209,12.0190,12.0190,11.7619,11.7619,162810
VNM,20110208,12.0190,12.1475,11.8904,12.0190,95990
VNM,20110128,11.8904,12.0832,11.8904,12.0190,73970
VNM,20110127,11.8904,11.9547,11.7619,11.8904,117530
VNM,20110126,12.3403,12.3403,11.8904,11.8904,232080
VNM,20110125,12.5974,12.5974,12.3403,12.3403,192590
VNM,20110124,12.0190,12.5974,12.2760,12.5974,713730
VNM,20110121,11.5048,12.0190,12.0190,12.0190,332480
VNM,20110120,10.9906,11.5048,10.9263,11.5048,237610
VNM,20110119,10.9906,11.0549,10.9263,10.9906,36620
VNM,20110118,10.9906,11.0549,10.9906,10.9906,22280
VNM,20110117,11.0549,11.1191,10.9906,10.9906,37620
VNM,20110114,10.9906,11.0549,10.9906,11.0549,17220
VNM,20110113,10.9906,11.0549,10.9906,10.9906,45060
VNM,20110112,10.9906,11.0549,10.9263,10.9906,11280
VNM,20110111,10.9906,11.0549,10.8620,10.9906,16560
VNM,20110110,10.9263,11.0549,10.9263,10.9906,27120
VNM,20110107,10.9263,10.9906,10.9263,10.9263,13580
VNM,20110106,10.9263,10.9906,10.8620,10.9263,47110
VNM,20110105,10.9906,10.9906,10.8620,10.9263,12590
VNM,20110104,11.0549,11.0549,10.9263,10.9906,26910
VNM,20101231,11.0549,11.0549,10.9906,11.0549,31120
VNM,20101230,11.0549,11.0549,10.9263,11.0549,5290
VNM,20101229,10.9263,11.0549,10.9263,11.0549,11030
VNM,20101228,10.9906,11.0549,10.9263,10.9263,36050
VNM,20101227,10.9263,11.0549,10.9263,10.9906,15330
VNM,20101224,10.9906,11.1191,10.9263,10.9263,27000
VNM,20101223,11.0549,11.1191,10.9263,10.9906,15090
VNM,20101222,11.1191,11.1834,10.9263,11.0549,16810
VNM,20101221,10.9906,11.1191,10.8620,11.1191,56180
VNM,20101220,10.9263,11.1191,10.9263,10.9906,28330
VNM,20101217,11.0549,11.0549,10.9263,10.9263,59800
VNM,20101216,11.1191,11.1191,10.9263,11.0549,21920
VNM,20101215,11.1834,11.1834,11.0549,11.1191,17900
VNM,20101214,11.3120,11.3120,10.9263,11.1834,39360
VNM,20101213,11.0549,11.3120,11.1834,11.3120,52730
VNM,20101210,10.9906,11.0549,10.9906,11.0549,39800
VNM,20101209,10.7978,10.9906,10.7978,10.9906,45780
VNM,20101208,10.8620,10.9263,10.7978,10.7978,30360
VNM,20101207,10.8620,10.8620,10.7335,10.8620,32490
VNM,20101206,10.9263,10.9906,10.8620,10.8620,35070
VNM,20101203,10.8620,10.9906,10.8620,10.9263,52800
VNM,20101202,10.7978,10.8620,10.7335,10.8620,28410
VNM,20101201,10.8620,10.9263,10.7978,10.7978,24450
VNM,20101130,10.8620,10.9906,10.7335,10.8620,31830
VNM,20101129,10.8620,10.8620,10.6692,10.8620,22740
VNM,20101126,10.8620,10.8620,10.7335,10.8620,12010
VNM,20101125,10.8620,10.9263,10.7335,10.8620,7930
VNM,20101124,10.7978,10.9263,10.7335,10.8620,10280
VNM,20101123,10.7978,10.8620,10.6692,10.7978,15310
VNM,20101122,10.7978,10.8620,10.5407,10.7978,33400
VNM,20101119,10.8620,10.9263,10.7335,10.7978,47790
VNM,20101118,10.7335,10.8620,10.7335,10.8620,29250
VNM,20101117,10.6050,10.7978,10.6050,10.7335,45640
VNM,20101116,10.7335,10.7335,10.5407,10.6050,66320
VNM,20101115,10.7978,10.8620,10.6692,10.7335,58350
VNM,20101112,10.9263,10.9263,10.7335,10.7978,54830
VNM,20101111,10.9906,10.9906,10.8620,10.9263,33700
VNM,20101110,10.9906,11.0549,10.9263,10.9906,33400
VNM,20101109,11.0549,11.0549,10.9263,10.9906,65590
VNM,20101108,11.1191,11.1191,11.0549,11.0549,75230
VNM,20101105,11.1191,11.1834,11.1191,11.1191,61840
VNM,20101104,11.1191,11.1834,11.0549,11.1191,79540
VNM,20101103,11.1191,11.1191,10.9906,11.1191,50860
VNM,20101102,11.1191,11.1834,11.0549,11.1191,38740
VNM,20101101,11.1834,11.1834,11.1191,11.1191,27100
VNM,20101029,11.1834,11.1834,11.1191,11.1834,48760
VNM,20101028,11.1191,11.1834,11.1191,11.1834,10870
VNM,20101027,11.2477,11.2477,11.1191,11.1191,47890
VNM,20101026,11.2477,11.3120,11.1834,11.2477,33970
VNM,20101025,11.2477,11.3120,11.1191,11.2477,31540
VNM,20101022,11.2477,11.3762,11.1834,11.2477,43050
VNM,20101021,11.1834,11.3762,11.1834,11.2477,48370
VNM,20101020,11.3120,11.3120,11.0549,11.1834,105630
VNM,20101019,11.3762,11.3762,11.2477,11.3120,91510
VNM,20101018,11.3762,11.4405,11.3120,11.3762,15240
VNM,20101015,11.4405,11.4405,11.3762,11.3762,83480
VNM,20101014,11.3762,11.4405,11.3762,11.4405,15340
VNM,20101013,11.3762,11.4405,11.3762,11.3762,28790
VNM,20101012,11.3762,11.3762,11.3120,11.3762,21200
VNM,20101011,11.3120,11.4405,11.2477,11.3762,24700
VNM,20101008,11.2477,11.3762,11.1834,11.3120,16050
VNM,20101007,11.3120,11.3762,11.1834,11.2477,23270
VNM,20101006,11.1834,11.3120,11.1834,11.3120,35350
VNM,20101005,11.2477,11.2477,11.1191,11.1834,19720
VNM,20101004,11.3762,11.3762,11.2477,11.2477,38230
VNM,20101001,11.3762,11.3762,11.2477,11.3762,8270
VNM,20100930,11.3762,11.3762,11.3120,11.3762,21220
VNM,20100929,11.3762,11.4405,11.3120,11.3762,34830
VNM,20100928,11.3762,11.3762,11.3120,11.3762,16570
VNM,20100927,11.3120,11.3762,11.3120,11.3762,33560
VNM,20100924,11.3762,11.5048,11.2477,11.3120,38170
VNM,20100923,11.4405,11.4405,11.3762,11.3762,55410
VNM,20100922,11.4405,11.4405,11.3762,11.4405,23130
VNM,20100921,11.4405,11.5048,11.3762,11.4405,39230
VNM,20100920,11.4405,11.5690,11.4405,11.4405,48980
VNM,20100917,11.3762,11.4405,11.3120,11.4405,39810
VNM,20100916,11.3762,11.4405,11.3120,11.3762,44870
VNM,20100915,11.3762,11.4405,11.3120,11.3762,21860
VNM,20100914,11.3762,11.3762,11.3120,11.3762,36520
VNM,20100913,11.3762,11.3762,11.2477,11.3762,10820
VNM,20100910,11.3762,11.4405,11.3120,11.3762,83710
VNM,20100909,11.3120,11.4405,11.3120,11.3762,21730
VNM,20100908,11.3120,11.3762,11.2477,11.3120,43550
VNM,20100907,11.3762,11.4405,11.3120,11.3120,37150
VNM,20100906,11.3762,11.4405,11.3120,11.3762,33920
VNM,20100901,11.4405,11.4405,11.2477,11.3762,27940
VNM,20100831,11.3762,11.4405,11.3120,11.4405,70430
VNM,20100830,11.1834,11.4405,11.1834,11.3762,22350
VNM,20100827,11.1191,11.1834,11.0549,11.1834,20430
VNM,20100826,11.1191,11.1191,10.9906,11.1191,45190
VNM,20100825,11.1834,11.1834,10.8620,11.1191,74930
VNM,20100824,11.3762,11.3762,11.1191,11.1834,46050
VNM,20100823,11.4405,11.4405,11.3120,11.3762,7880
VNM,20100820,11.3762,11.4405,11.3120,11.4405,13660
VNM,20100819,11.3762,11.5048,11.3762,11.3762,32560
VNM,20100818,11.5048,11.5048,11.3762,11.3762,34750
VNM,20100817,11.6333,11.6333,11.4405,11.5048,50450
VNM,20100816,11.5048,11.6333,11.5048,11.6333,29170
VNM,20100813,11.1834,11.5048,11.1834,11.5048,232020
VNM,20100812,11.3698,11.3698,11.1834,11.1834,156750
VNM,20100811,11.3077,11.3698,11.2455,11.3698,64660
VNM,20100810,11.3077,11.4319,11.2455,11.3077,147420
VNM,20100809,11.3698,11.4941,11.3077,11.3077,93970
VNM,20100806,11.4319,11.4319,11.3698,11.3698,64800
VNM,20100805,11.3698,11.4319,11.3698,11.4319,67940
VNM,20100804,11.3698,11.4319,11.3077,11.3698,103130
VNM,20100803,11.3077,11.3698,11.3077,11.3698,95750
VNM,20100802,11.3698,11.3698,11.2455,11.3077,70110
VNM,20100730,11.3698,11.3698,11.3077,11.3698,53050
VNM,20100729,11.3698,11.4319,11.3077,11.3698,45050
VNM,20100728,11.4319,11.4941,11.2455,11.3698,159210
VNM,20100727,11.4319,11.4941,11.3698,11.4319,56320
VNM,20100726,11.4319,11.5562,11.4319,11.4319,77420
VNM,20100723,11.4941,11.4941,11.4319,11.4319,39200
VNM,20100722,11.6183,11.6183,11.4941,11.4941,34060
VNM,20100721,11.5562,11.6804,11.5562,11.6183,77860
VNM,20100720,11.4941,11.6804,11.5562,11.5562,127800
VNM,20100719,11.4941,11.5562,11.4319,11.4941,62020
