<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20131127,45.1834,45.8110,45.1834,45.1834,225960
VNM,20131126,44.2421,45.4972,43.9283,45.1834,796250
VNM,20131125,44.2421,44.2421,43.9283,44.2421,84960
VNM,20131122,44.2421,44.5559,43.9283,44.2421,107010
VNM,20131121,44.2421,44.5559,43.9283,44.2421,189120
VNM,20131120,44.5559,44.5559,44.2421,44.2421,82750
VNM,20131119,44.5559,44.8696,44.2421,44.5559,117700
VNM,20131118,44.2421,44.5559,44.2421,44.5559,118030
VNM,20131115,43.6145,44.5559,43.6145,44.2421,328520
VNM,20131114,43.6145,43.9283,43.6145,43.6145,90640
VNM,20131113,43.6145,43.6145,43.3008,43.6145,60090
VNM,20131112,43.6145,43.9283,43.3008,43.6145,104860
VNM,20131111,43.6145,43.9283,43.6145,43.6145,72900
VNM,20131108,43.9283,44.2421,43.6145,43.6145,150620
VNM,20131107,44.2421,44.2421,43.6145,43.9283,143750
VNM,20131106,44.2421,44.2421,43.9283,44.2421,181420
VNM,20131105,43.9283,44.2421,43.9283,44.2421,50920
VNM,20131104,43.9283,44.2421,43.9283,43.9283,70800
VNM,20131101,43.9283,44.2421,43.9283,43.9283,68120
VNM,20131031,44.2421,44.5559,43.9283,43.9283,78480
VNM,20131030,44.2421,44.2421,43.9283,44.2421,43600
VNM,20131029,44.2421,44.5559,43.6145,44.2421,272690
VNM,20131028,44.5559,44.8696,44.2421,44.2421,55650
VNM,20131025,44.5559,45.1834,44.5559,44.5559,107840
VNM,20131024,44.2421,45.1834,44.2421,44.5559,428810
VNM,20131023,44.2421,44.5559,44.2421,44.2421,35240
VNM,20131022,44.5559,44.5559,44.2421,44.2421,91480
VNM,20131021,44.5559,44.5559,44.2421,44.5559,83200
VNM,20131018,44.2421,44.5559,44.2421,44.5559,139400
VNM,20131017,44.5559,44.8696,44.2421,44.2421,125820
VNM,20131016,44.5559,44.5559,44.2421,44.5559,110980
VNM,20131015,44.2421,44.5559,43.9283,44.5559,100290
VNM,20131014,43.9283,44.5559,43.9283,44.2421,91900
